Id,SeriousDlqin2yrs,RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents
92240,0,0.15855338,67,0,0.112281977,2751,7,0,0,0,0
92241,1,0.798898072,70,0,0.150670355,4698,3,0,0,1,0
92242,0,1.007906057,40,0,0.280089989,2666,3,0,0,0,2
92243,1,1.043912176,49,0,0.233994036,5700,5,3,0,2,5
92244,0,0.04035632,37,0,1831,NA,5,0,1,0,0
92245,0,0.81104932,63,2,0.772175891,7913,8,0,2,1,2
92246,0,0.970228838,24,0,0.248984692,3200,5,0,0,0,1
92247,0,0.030115579,85,0,0.019989479,1900,8,0,0,0,0
92248,0,0.746571178,50,0,3447,NA,9,0,1,0,2
92249,0,0.123941991,43,0,0.224097637,3850,11,0,0,0,2
92250,0,0.006063734,40,0,0.536386887,4300,9,0,0,0,0
92251,0,0.012365002,59,0,0.01037037,2024,5,0,0,0,0
92252,0,0.040702196,78,0,0.00202084,15834,7,0,0,0,0
92253,0,0.010099365,74,0,0.197873725,4608,11,0,1,0,0
92254,0,0.569721514,38,0,0.469927703,6500,5,0,2,0,2
92255,0,0.018536133,56,0,0.509657743,2950,8,0,1,0,1
92256,0,0.088297057,48,0,0.594488189,3809,6,0,2,0,0
92257,0,0.460536955,26,1,0.663799283,2789,10,0,2,0,0
92258,0,0.530528333,61,0,0.601174853,8000,20,0,1,0,0
92259,0,0.012643612,79,0,0.160583942,2328,5,0,0,0,0
92260,0,0.350278426,37,0,0.541718384,7250,14,0,2,0,3
92261,0,0.385887166,31,0,0.529165837,5022,8,0,3,0,1
92262,0,0.128272674,40,1,0.695360429,5215,10,1,2,0,4
92263,0,0.028515192,74,0,1796,NA,14,0,2,0,0
92264,0,0.010033256,67,0,5,NA,2,0,0,0,0
92265,0,0.014790039,62,2,0.212610451,9166,18,0,1,0,0
92266,1,0.881076071,28,0,0.261956341,6000,12,0,0,2,0
92267,0,0,90,0,0,NA,5,0,0,0,NA
92268,0,0.530743518,39,0,0.168896589,31166,22,0,2,0,4
92269,0,0.918622011,64,0,4881,NA,12,0,2,0,2
92270,0,0.410820424,48,0,0.552586041,5200,11,0,2,0,0
92271,0,0.965851707,41,0,0.455014511,3100,3,0,0,0,0
92272,0,0.05473428,66,0,0.272076372,9636,21,0,2,0,1
92273,0,0.29530045,74,0,0.662710806,1600,13,0,0,0,0
92274,0,0.302281519,52,0,4059,NA,10,0,4,0,0
92275,0,0.034413794,54,0,0.23005789,13300,20,0,2,0,1
92276,0,0.052997476,40,0,0.111606085,21100,8,0,1,0,2
92277,0,0.076291299,68,0,0.023795241,5000,5,0,0,0,0
92278,1,0.807172946,55,5,0.332384699,11946,14,0,3,0,1
92279,0,0.951850088,39,0,0.284847677,15000,15,0,2,0,2
92280,0,0.056868502,58,0,2948,NA,14,0,2,0,4
92281,0,0.463998242,48,0,0.472199746,8650,7,0,3,0,2
92282,0,0.325383165,30,0,0.265013322,9757,6,0,2,0,3
92283,0,0.9999999,64,0,2.574561404,911,4,0,1,0,0
92284,0,0.870638353,44,0,0.706622879,3653,12,0,1,0,1
92285,1,1.004167498,62,1,0.483865987,6476,16,0,1,0,0
92286,0,0.02126092,72,0,0.002722676,2570,3,0,0,0,0
92287,0,0.057624595,70,0,596,NA,7,0,0,0,0
92288,0,0.087070225,43,0,0.011262799,2929,1,0,0,0,0
92289,0,0.00218447,51,0,0.04965839,6000,15,0,0,0,2
92290,0,0.066461431,65,0,0.434535273,33750,11,0,6,0,2
92291,1,0.455808335,43,0,0.213889306,20000,16,0,2,0,2
92292,0,4.75E-05,40,0,0,5196,12,0,0,0,0
92293,0,0.438927269,56,0,0.397945015,3600,9,0,2,0,0
92294,0,0.051388318,71,0,0.345618506,5100,6,0,1,0,0
92295,0,0.9999999,39,0,2290,NA,7,0,1,0,0
92296,0,0.412260776,38,0,0.284769463,5291,5,0,2,0,2
92297,0,0.9999999,61,0,0.006907835,5500,0,0,0,0,1
92298,0,0.253876313,70,0,0.333267012,5025,9,0,2,0,1
92299,0,0.075793732,59,0,1175,NA,4,0,1,0,0
92300,0,0.309538092,46,0,0.115953619,2500,2,0,0,0,0
92301,0,0,22,0,0.053215078,450,4,0,0,0,0
92302,0,0.088860981,54,1,0.689436854,3000,20,0,2,0,0
92303,0,0.969870684,66,1,0.986267551,6480,10,0,2,0,0
92304,0,0.407432095,45,0,1895,NA,4,0,2,0,0
92305,0,0.087867265,53,0,0.66286216,3416,12,0,1,0,0
92306,1,0.304845568,49,0,0.535824294,7466,14,0,2,0,5
92307,0,0.074489531,64,0,212,NA,6,0,0,0,NA
92308,0,0.21928556,53,0,213,NA,2,0,0,0,NA
92309,0,0.5376283,34,0,0.235642123,10986,15,0,2,0,4
92310,0,0.112591552,59,0,0.102579484,5000,8,0,0,0,0
92311,0,0.489083952,33,0,0.310433801,6200,9,0,2,0,0
92312,0,0.767910006,40,0,0.306224443,2200,3,0,0,0,2
92313,0,0.024560076,55,0,0.256097561,5083,9,0,2,0,4
92314,0,0.045284678,64,0,0.415855685,4212,10,0,1,0,1
92315,0,0,47,0,0.343436681,12965,4,0,1,0,0
92316,0,0,33,0,0.305615731,6000,11,0,1,0,0
92317,0,0.9999999,42,0,0.445837414,5104,3,0,1,0,2
92318,0,0.9999999,36,0,0.821589205,2000,4,0,1,0,0
92319,0,0.046860818,48,0,0.786885246,2500,11,0,1,0,3
92320,0,0,84,2,5,NA,4,1,0,1,0
92321,0,0.069984436,58,0,0.070564708,10500,20,0,0,0,0
92322,0,0.035856277,51,0,0.201038362,10400,11,0,1,0,2
92323,0,0.222375508,84,1,0.165969824,5500,15,0,0,0,0
92324,0,0.725458899,30,0,0.395323741,2779,8,0,0,0,3
92325,0,0.068267793,72,0,0.312354312,7292,11,0,2,0,0
92326,0,0.003093653,92,0,2,NA,8,0,0,0,0
92327,0,0.063581567,52,0,0.45938061,4455,6,0,1,0,0
92328,0,0.417052995,25,0,0.169845595,1100,4,0,0,0,0
92329,0,0.9999999,39,0,0.148161765,10879,7,0,2,0,2
92330,0,0.010330152,66,0,0.003246753,5235,6,0,0,0,0
92331,0,0,49,0,0.696574509,5750,4,0,1,0,0
92332,0,0.280837083,47,1,0.309859155,2271,5,0,1,0,0
92333,0,0,42,1,1656,NA,11,0,1,0,0
92334,0,0.023344842,67,0,3680,NA,7,0,1,0,0
92335,0,0.136293185,56,0,0.401239451,7583,6,0,2,0,0
92336,0,0.006949279,67,0,0.087168573,11276,10,0,1,0,0
92337,1,0.9999999,29,4,0.403623868,3200,4,1,1,1,0
92338,0,0,43,1,496,0,6,0,0,0,0
92339,0,0.047686194,61,0,906,NA,5,0,1,0,0
92340,0,0.046363502,33,0,0.161270983,1667,4,0,0,0,0
92341,0,0.01988436,43,0,0.781121526,6080,13,0,2,0,3
92342,0,0.000786764,67,0,0.251048834,11917,9,0,4,0,0
92343,0,0.819025853,29,0,0.605197401,2000,5,0,2,0,0
92344,0,0.000314277,52,0,1110,NA,11,0,1,0,0
92345,0,0,52,0,2130,NA,13,0,2,0,0
92346,0,0.264962148,40,0,0.479052823,1646,4,0,0,0,1
92347,0,0.241500704,52,0,0.45437018,10891,12,0,3,0,2
92348,0,1.008330556,32,2,0.309784058,3750,5,0,0,0,2
92349,0,0.044115097,54,1,0.149990507,15800,14,0,2,0,2
92350,0,0.9999999,71,0,0,7433,5,0,0,0,0
92351,0,0.074114323,63,0,455,NA,2,0,1,0,0
92352,1,1.4023145,46,2,0.277957237,6500,8,2,0,0,1
92353,0,0.054602112,80,0,0.377225067,4100,6,0,2,0,1
92354,0,0,55,0,0.242612753,4500,4,0,1,0,1
92355,0,0.013990673,23,0,0,898,2,0,0,0,0
92356,0,0.072252067,52,0,0.276747942,13000,10,0,3,0,1
92357,1,0.9999999,26,0,0.333466613,2500,1,2,0,0,1
92358,0,0.32613768,40,3,0.534038801,2834,10,0,0,0,0
92359,0,0.9999999,37,1,0,4000,0,1,0,1,0
92360,0,0,63,0,0.289673821,5916,8,0,1,0,1
92361,0,0.667466507,31,0,0.480220493,3083,5,0,0,0,1
92362,0,0.004235045,70,0,0.098422573,4500,3,0,0,0,0
92363,0,0,47,0,0.695763627,7411,10,0,2,0,1
92364,0,0.969660403,51,1,0.238704518,2500,6,0,0,0,1
92365,0,0.009841587,71,0,243,NA,8,0,1,0,0
92366,0,0.824750019,57,0,407,0,7,1,0,0,0
92367,0,1.084656085,45,0,0.639590102,4000,8,0,2,0,0
92368,0,0.042790971,38,0,0.357107149,6000,7,0,2,0,2
92369,1,0.9999999,47,98,0,NA,0,98,0,98,0
92370,0,0.9999999,31,0,0,6416,1,1,0,0,1
92371,0,0.9999999,36,0,0.135810698,6000,2,0,0,0,2
92372,0,0.01127859,65,0,0.003635537,4400,5,0,0,0,0
92373,0,0.74735876,41,1,0.364603218,3666,17,0,0,0,0
92374,0,0.268429263,62,0,0.086234118,13300,5,0,0,0,0
92375,0,0.676417089,36,0,0.422572178,8000,12,0,1,0,0
92376,1,0.534616346,41,0,0.051985147,3500,3,0,0,0,0
92377,0,0.171930234,65,0,8734,NA,27,0,3,0,0
92378,0,0.163294394,52,0,0.354215262,3000,18,0,0,0,0
92379,0,0.18030518,68,0,0.519402985,2009,7,0,0,0,0
92380,0,0.038826694,62,1,0.360127974,5000,3,0,1,0,0
92381,1,0.39934664,56,0,298,NA,6,0,0,0,NA
92382,0,0.63829145,36,0,0.366287142,3600,6,0,0,0,3
92383,0,0.211451588,54,0,0.538064226,4452,15,0,2,0,5
92384,0,0.442092985,51,0,1378,NA,5,0,1,0,0
92385,0,0,73,0,0.006396588,468,2,0,0,0,0
92386,0,0.261501618,34,0,0.219112355,2500,8,0,0,0,0
92387,1,1.015196961,47,2,0.522581896,5158,6,0,1,0,2
92388,0,0.117637647,38,0,0.126430397,9000,7,0,0,0,3
92389,0,0.283635152,61,0,0.261813874,7596,11,0,1,0,0
92390,0,0.378772628,39,0,0.38605162,9104,9,0,1,0,3
92391,0,0.037746259,58,0,0.173091879,9000,8,0,1,0,0
92392,1,0.9999999,51,0,0.20777666,20882,8,1,3,3,1
92393,0,0.899967858,53,0,0.266619891,5700,3,0,1,0,4
92394,0,0.034921677,50,0,0.573245407,4245,9,0,2,0,0
92395,0,0,35,0,0,7166,3,0,0,0,0
92396,0,0.036348441,57,0,1980,NA,16,0,2,0,1
92397,0,1.319361277,55,0,0.00775,3999,2,1,0,2,2
92398,0,0.366449427,55,0,0.464910594,5200,17,0,1,0,0
92399,0,0.068514113,53,0,0.51974629,8355,11,0,1,0,0
92400,0,0.25606934,67,0,0.36562873,9216,9,0,1,0,0
92401,0,0.509538628,44,0,1.476071975,5223,20,0,9,0,2
92402,1,0.224289651,54,1,0.086762519,4033,6,0,0,1,1
92403,1,0.9999999,62,0,1460,NA,1,0,1,1,NA
92404,0,0.031723454,35,0,0.278920593,4520,4,0,1,0,0
92405,0,0.670697266,57,0,0.483442395,10085,13,0,3,0,1
92406,0,0.494268992,55,0,0.371036847,2333,4,0,0,0,3
92407,0,0.109551432,48,1,0.247468076,9083,24,1,1,0,4
92408,0,0.040650407,60,0,0.264460784,4079,13,0,1,0,0
92409,0,0.043580223,39,1,0.154195698,3300,5,0,0,0,3
92410,0,0.251637418,58,0,2461,NA,5,0,2,0,0
92411,0,0.321037534,44,0,0.152236813,4492,6,0,0,0,2
92412,0,0.080782983,60,0,0.072157931,5875,9,0,0,0,0
92413,0,0.099203504,43,0,0.267777181,11165,8,0,1,0,1
92414,0,0.200605097,40,0,339,NA,6,0,0,0,2
92415,0,0.343710778,43,0,0.226760444,11800,4,0,1,0,3
92416,0,0.983844701,41,4,0.192458695,12225,20,1,0,4,2
92417,0,0.091927794,67,0,0.020294518,8080,9,0,0,0,0
92418,0,0.155307875,46,0,881,NA,6,0,1,0,0
92419,1,0.185871284,59,0,0.089565031,4666,6,0,0,0,0
92420,0,0.833025036,74,0,0.574450085,4727,8,0,2,0,0
92421,0,0.100823838,69,0,6276,NA,11,0,5,0,NA
92422,1,0.9999999,62,0,0.100066269,3017,2,1,0,0,1
92423,0,0.927511754,53,5,1925,NA,10,0,1,1,1
92424,0,0.760598795,47,0,0.321583357,3460,8,0,0,0,2
92425,0,0.369232503,57,0,0.590996352,10417,11,0,4,0,0
92426,0,0.003999902,72,0,0.176952381,10499,10,0,1,0,0
92427,0,0.759104545,84,0,0.140833989,5083,6,0,0,0,0
92428,0,0.138608432,60,0,0.404688039,2900,8,0,1,0,0
92429,0,0.025861177,78,0,0.002856871,10500,4,0,0,0,0
92430,0,0,47,0,1.105585922,7500,9,0,2,0,4
92431,0,0.073574093,52,0,0.318523864,9700,6,0,3,0,1
92432,1,1.010369346,56,0,0.480155067,5416,10,0,1,1,2
92433,0,0.331229978,33,0,0.657595112,3600,6,0,1,0,0
92434,0,0.9999999,39,0,1574,NA,3,0,2,0,0
92435,0,0.200722771,42,0,0.347699214,4454,20,0,0,0,0
92436,0,0,69,0,1395,NA,3,0,1,0,0
92437,0,0.048028029,49,3,0.687726016,4700,11,0,3,0,0
92438,0,0.267314531,53,0,1.012207883,2866,10,0,1,0,1
92439,0,0.233511404,63,0,2273,NA,14,0,3,0,0
92440,0,0.123915176,43,0,4317,NA,6,0,2,0,1
92441,0,0.099342868,63,0,0.328220859,5541,12,0,2,0,0
92442,0,0.034506841,58,0,0.38440014,2858,5,0,0,0,0
92443,1,0,44,0,0.590437377,23800,16,0,8,0,2
92444,0,0.012998375,61,0,0.087228193,4000,2,0,0,0,1
92445,1,0.446968074,49,0,202,NA,3,0,0,0,0
92446,0,0.107470405,71,0,0.020877944,3735,7,0,0,0,0
92447,0,0.005999917,69,0,0.176590538,4903,20,0,2,0,0
92448,0,0.013920092,53,1,1846,NA,11,0,1,0,0
92449,0,0.0344048,81,0,0.014394242,2500,6,0,0,0,0
92450,0,0.053906553,70,0,0.642804564,5433,8,0,2,0,0
92451,0,0.004879805,53,0,0.001043115,2875,3,0,0,0,3
92452,0,0.113525765,55,0,0.446164926,2776,7,0,1,0,1
92453,1,0.673065387,56,1,0.511131849,7500,9,0,2,0,4
92454,0,0.36010145,46,1,0.19292804,12895,12,0,3,0,2
92455,0,0.463545458,50,0,2262,NA,7,1,2,0,0
92456,0,0.397205589,23,0,0.004541326,1100,2,0,0,0,0
92457,0,0.157722818,46,0,0.170719725,4070,10,0,0,0,0
92458,0,2120,56,2,0.723538231,3334,3,0,1,0,1
92459,0,0.003949803,43,0,0.57775541,5960,6,0,3,0,0
92460,0,0.933499721,52,0,0.403605466,8708,11,4,2,1,2
92461,0,0.142821874,31,1,34,NA,5,1,0,0,NA
92462,0,0.242934394,41,0,0.577735125,2083,4,0,1,0,1
92463,0,0.012911929,88,0,23,NA,6,0,0,0,NA
92464,0,0.109756294,53,0,0.509175607,7083,10,0,3,0,0
92465,0,0.193566645,48,0,0.24428345,4416,11,0,0,0,3
92466,0,0,50,0,0,NA,3,0,0,0,0
92467,1,0.480249139,30,5,0.44939577,2647,14,0,1,0,0
92468,0,0.080237445,65,0,4198,NA,7,0,3,0,3
92469,0,0.9999999,34,2,1771,NA,2,0,0,0,0
92470,1,0.941288234,61,0,0.465482692,25450,17,0,5,0,1
92471,0,0.028722793,56,0,0.207918101,11037,8,0,2,0,3
92472,0,0.715308227,49,0,0.705622646,7700,7,0,2,0,0
92473,0,0.047380971,87,0,0.23704563,2585,7,0,1,0,0
92474,0,0.126726527,77,0,0.112958324,4390,12,0,0,0,0
92475,0,0.00559312,67,0,0.003142408,7000,13,0,0,0,0
92476,0,0.9999999,50,0,0.097890615,15833,2,0,1,0,0
92477,0,0.021083536,66,0,0.431003762,5050,14,0,1,0,1
92478,0,0.9999999,32,1,0.294789436,1400,1,0,0,0,0
92479,0,0.308125746,48,0,3978,0,13,0,4,0,3
92480,0,0.239645687,35,0,0.093622795,2210,3,0,0,0,1
92481,0,0.009480256,47,0,0.338035067,10208,17,0,2,0,1
92482,0,0.85534137,36,0,0.822265153,4140,8,0,1,0,0
92483,1,0.642823213,57,2,0.509374099,10400,11,0,5,0,0
92484,0,0.152481847,30,0,1.369794559,1800,12,0,1,0,0
92485,0,0.153567982,32,0,0.407729229,12083,10,0,2,0,4
92486,0,0.866044652,28,0,220,NA,3,0,0,0,0
92487,0,0.98639836,38,1,0.770556161,4584,11,0,1,1,1
92488,0,0.016854735,63,0,755,NA,3,0,1,0,NA
92489,0,0.071573975,48,0,1.460769615,2000,11,0,1,0,0
92490,0,0.449803939,72,0,0.609982403,6250,15,0,1,0,0
92491,0,0.477268127,38,0,0.235047451,4530,7,0,0,0,0
92492,0,0.193184639,51,0,0.18793084,8848,10,0,1,0,1
92493,0,0.116395666,39,1,0.314029645,2900,12,0,0,0,0
92494,0,1.048530767,50,0,0.454345917,6833,10,0,1,0,3
92495,0,0.587206397,23,0,0.049939099,820,4,0,0,0,0
92496,0,0,58,0,0.288855572,2000,8,0,0,0,0
92497,0,0.032350477,51,0,0.341553353,13016,11,0,2,0,0
92498,1,2.279503106,28,1,0.37099359,1247,2,1,0,1,2
92499,0,0.374048404,31,0,0.305243875,4366,3,0,1,0,2
92500,0,0.003576854,86,0,4,NA,5,0,0,0,0
92501,0,0.857555429,52,0,0.437791727,6212,5,0,2,0,2
92502,0,0.049996377,69,0,0.636678201,2600,10,0,1,0,0
92503,0,0,64,0,0.512523896,20400,12,0,3,0,0
92504,0,0.028646731,48,0,0.800318218,3770,10,0,1,0,0
92505,0,0.016919164,46,0,2.055972014,2000,8,0,2,0,2
92506,0,0.9999999,78,0,418,NA,3,0,0,0,1
92507,0,0.319925949,29,0,0.165783422,10000,11,0,0,0,0
92508,0,0.9999999,62,0,0.237630662,1434,4,0,0,0,0
92509,1,0.302620913,54,1,0.085496712,8666,8,0,0,0,0
92510,1,0.9999999,51,0,0.943902439,3689,5,5,1,1,1
92511,0,0.308189727,51,0,0.704095366,5200,7,0,2,0,3
92512,0,0.106507235,42,0,0.031446541,6200,7,0,0,0,2
92513,0,0,61,0,0,3667,6,0,0,0,0
92514,0,0.118345191,50,0,4249,0,16,0,1,0,1
92515,0,0.562887423,30,0,0.203159368,5000,7,0,0,0,0
92516,0,0.087591241,43,0,0.684672519,5923,8,0,2,0,2
92517,0,0.019400617,93,0,0.00539892,3333,4,0,0,0,0
92518,0,0.090210847,75,0,0.550103765,6745,5,0,2,0,0
92519,0,0.004153271,64,0,0.268968064,5416,10,0,1,0,0
92520,0,0.011678285,45,0,0.227419176,9000,22,0,1,0,2
92521,0,0.372250003,39,1,0.440926512,6000,17,0,1,0,0
92522,0,0.003745867,74,0,0.18862475,4500,12,0,1,0,0
92523,0,0.242277342,48,0,0.451591063,2953,13,0,0,0,2
92524,0,0.669262001,74,0,0.797556719,4583,31,0,1,0,0
92525,0,0.065919756,62,0,83,NA,6,0,0,0,0
92526,0,0.107422314,79,0,0.027228249,4700,3,0,0,0,0
92527,0,0.011884158,71,0,411,NA,8,0,0,0,0
92528,0,0.006784181,67,0,4808,NA,15,0,2,0,0
92529,0,0.000730957,64,0,23,NA,20,0,0,0,0
92530,0,0.025481552,64,0,3516,NA,26,0,2,0,0
92531,0,0.063446088,65,0,2427,NA,6,0,2,0,NA
92532,0,0.038423466,34,0,970,NA,9,0,1,0,0
92533,0,0.74064553,56,0,0.460866644,2976,6,0,1,0,0
92534,0,0.003797141,73,0,9,NA,7,0,0,0,0
92535,0,0.04894304,70,0,0.340028694,5575,27,0,3,0,0
92536,0,0.004351718,31,0,0.15814031,6000,4,0,1,0,1
92537,0,0.197629678,53,0,0.336898396,4861,13,0,1,0,3
92538,0,0.064528566,66,0,0.204363436,3620,7,0,1,0,0
92539,0,0.799753922,82,0,0.548225887,2000,7,0,1,0,0
92540,1,1.05278174,37,0,0.13919179,3117,5,5,0,2,1
92541,0,0.772112214,57,1,0.323514507,15785,17,0,2,0,1
92542,0,0,91,0,0.078730317,4000,7,0,0,0,0
92543,0,0.014039954,76,0,0.153846154,4705,10,0,1,0,0
92544,0,0.075510353,54,0,0.405439378,8750,12,0,2,0,2
92545,0,0.004353549,58,0,0.333240457,10766,13,0,2,0,1
92546,0,0.108005897,39,0,1361.5,1,6,0,2,0,5
92547,0,0.59464782,38,0,0.747917823,1800,9,0,0,0,2
92548,0,0.029354427,56,0,0.358704037,11666,8,0,1,0,3
92549,0,0.004807147,82,0,6,NA,6,0,0,0,0
92550,0,0.097156114,41,0,0.194480552,10000,4,0,1,0,0
92551,0,0.032864476,57,0,0.002944889,4753,1,0,0,0,0
92552,0,0.013390879,35,0,0.750882145,2833,7,0,2,0,0
92553,0,0.003655635,48,0,0.310503969,5416,8,0,1,0,2
92554,0,0.01849815,32,0,0.450451722,7083,11,0,1,0,1
92555,0,0.441117764,32,0,0.719523901,5208,5,0,2,0,0
92556,0,0,70,0,0.137540273,9000,8,0,1,0,0
92557,0,0,61,0,39,NA,2,0,0,0,NA
92558,0,0.028685103,51,0,0.051342546,8900,12,0,0,0,2
92559,0,0,81,0,0,NA,2,0,0,0,0
92560,0,0.237073324,65,0,0.848837209,1547,26,0,1,0,0
92561,0,0.036444775,59,0,0.044148272,2400,6,0,0,0,1
92562,0,0.290535265,64,0,0.874557261,3387,16,0,1,0,1
92563,0,0.9999999,39,1,26,NA,5,3,0,1,0
92564,0,0.612457767,41,0,0.144568274,9600,7,0,0,0,1
92565,0,0.566255292,59,2,0.351704691,3900,5,0,0,1,0
92566,0,0.033434056,57,0,0.359321257,4360,12,0,2,0,0
92567,0,0.597402597,40,0,0.686256504,6533,13,0,1,0,1
92568,0,0.577269693,39,1,0.653443852,5066,13,0,1,0,2
92569,0,0,52,1,0.219392567,5300,9,0,1,1,5
92570,0,0.022622261,55,0,150,NA,21,0,0,0,NA
92571,0,0.123300082,65,0,0.350449974,11333,10,0,2,0,0
92572,0,0.9999999,25,0,0.193213296,1443,6,0,0,0,0
92573,0,0.047834527,58,0,0.373916907,4500,11,0,1,0,1
92574,0,0.744426798,31,1,0.203918433,2500,5,0,0,0,3
92575,0,0.017094424,36,0,0.284671533,10000,8,0,2,0,2
92576,0,0.004999286,63,0,0.478121137,4044,6,0,2,0,0
92577,1,0.018024904,52,0,0.220169361,5195,9,0,1,1,0
92578,0,0.431372549,75,0,0.772803581,1786,8,0,0,0,0
92579,0,0.442970822,41,0,0.168699792,3360,10,1,0,0,0
92580,0,0.609745793,59,0,0.324813076,5750,7,0,1,0,2
92581,0,0.536707823,56,0,0.888602941,2719,12,0,2,0,0
92582,0,0.198965615,63,0,0.418782521,15950,27,0,2,0,0
92583,0,0.008374205,36,0,1924,0,11,0,2,0,0
92584,0,0.549005451,48,0,0.731352096,5080,8,0,2,0,1
92585,0,0.110236117,53,0,0.475330835,13072,26,0,4,0,1
92586,0,0.018381812,41,0,1177,NA,4,0,1,0,0
92587,0,0.21098872,62,0,0.223423423,3884,7,0,0,0,0
92588,0,0.098386349,38,0,0.665866827,5000,9,0,2,0,0
92589,0,0.222686784,60,0,0.129148341,2500,6,0,1,0,0
92590,0,0.820846703,33,0,0.057924434,14000,10,0,0,0,2
92591,0,0.166491675,52,0,0.137758744,1400,7,0,0,0,0
92592,0,0.00252249,63,0,0.225155449,9166,13,0,3,0,0
92593,0,0.380859629,32,0,0.277146217,2550,5,0,0,0,0
92594,0,0.010873313,67,0,0.003499125,4000,3,0,0,0,0
92595,1,0.999802684,40,0,0.475578406,1166,4,0,0,0,3
92596,0,0.232577254,56,0,0.773218143,4166,10,0,3,0,4
92597,0,0.224218234,56,0,0.301981126,16000,13,0,2,0,0
92598,0,0.9999999,65,0,1555,NA,5,0,1,0,0
92599,0,0.006543962,68,0,0.004052959,3700,6,0,0,0,0
92600,0,0.9999999,31,2,0.531727652,4317,4,3,1,1,3
92601,0,0.039082983,93,0,0.187101612,2666,9,0,0,1,0
92602,0,0.084287604,50,0,1932,NA,4,0,1,0,0
92603,0,0.031011376,80,0,0.002266364,7500,10,0,0,0,0
92604,0,0.062831239,63,0,0.2215968,6750,10,0,1,0,0
92605,0,0.058310678,61,0,1335,NA,5,0,1,0,0
92606,0,0.297357988,55,3,0.227577242,10000,8,0,1,0,0
92607,0,0.167372584,47,0,226,NA,10,0,0,0,0
92608,0,0.176278295,55,0,0.254674533,10000,7,0,2,0,5
92609,0,0.000168112,89,0,0,NA,6,0,0,0,0
92610,0,0.008919643,38,1,1.516968988,3417,9,0,4,0,0
92611,1,0.9999999,62,1,0.293716657,6747,4,5,1,0,0
92612,0,0,73,0,0.194035821,22500,9,0,2,0,0
92613,0,0.595734044,47,0,0.174915636,5333,5,0,0,0,0
92614,0,0.116108907,38,0,0.235769416,8291,18,0,1,0,1
92615,0,0.523447021,55,0,943,NA,4,0,0,0,0
92616,1,0.946843854,46,0,323,NA,4,3,0,0,3
92617,0,0.9999999,41,0,153,NA,1,1,0,0,0
92618,0,0.073790696,54,0,0.220351499,13541,27,0,2,0,2
92619,0,0.9999999,33,0,0.060507834,1850,0,1,0,0,0
92620,0,0,37,0,1601,NA,3,0,1,0,0
92621,0,0.033194484,82,0,38,NA,7,0,0,0,0
92622,0,0.066364928,43,0,0.424846129,6173,6,0,2,0,2
92623,1,1.24728379,37,2,0.730017762,4503,7,1,2,3,1
92624,0,0.000666637,47,0,0.11798689,9000,4,0,1,0,2
92625,0,0.284250049,43,0,0.643747685,8100,17,0,2,0,4
92626,0,0.9999999,24,1,0.249483115,1450,1,0,0,0,0
92627,0,0.082927091,60,0,138,NA,7,0,0,0,0
92628,0,0.01891639,30,0,0.302597154,15670,15,0,4,0,0
92629,0,0.245838889,39,0,622,1,5,0,2,0,2
92630,0,0.023721478,59,0,63,NA,11,0,0,0,0
92631,0,0.02877789,52,0,0.581795196,3954,15,0,2,0,1
92632,0,0.9999999,31,0,0.163934426,2500,2,0,0,0,1
92633,0,0.808476609,32,0,0.025542784,2348,2,0,0,0,0
92634,0,0,60,0,0,4256,3,0,0,0,0
92635,0,0.015184414,61,0,0.505744192,3916,7,0,2,0,0
92636,0,0.155333622,69,0,4224,NA,13,0,4,0,0
92637,0,0.360377053,35,0,0.415234979,11000,7,0,2,0,3
92638,0,0.094142017,64,0,0.089974293,3500,6,0,0,0,0
92639,1,0.991471253,59,2,0.274056416,12584,14,0,1,1,0
92640,0,0,28,0,43,NA,1,0,0,0,NA
92641,0,0.076378281,73,0,0.003813155,4195,4,0,0,0,0
92642,0,0.054204594,53,1,0.640047994,7500,13,0,3,0,2
92643,0,0.010226029,66,0,8,NA,4,0,0,0,0
92644,0,0.222834834,53,0,0.045137273,4297,8,0,0,0,2
92645,0,0.053012374,55,0,4062,NA,20,0,3,0,0
92646,1,0.029735965,64,2,0.171122995,4300,11,0,0,0,0
92647,0,0.03133737,87,0,0.177004096,6835,8,0,1,0,0
92648,0,0,55,0,0.283893009,12000,11,0,2,0,2
92649,1,0.971352432,27,1,0.316841104,1050,6,1,0,0,0
92650,0,0.003692213,78,0,0.027425959,10500,10,0,1,0,0
92651,0,0.030611961,51,0,4654,NA,7,0,2,0,0
92652,0,0.764887517,37,2,244.5,1,8,0,0,0,0
92653,0,0.009146703,49,0,11,NA,9,0,0,0,0
92654,0,470,60,0,0.001749344,8002,5,0,0,0,0
92655,0,0.024970715,79,0,25,NA,7,0,0,0,0
92656,0,0.688851913,46,0,0.002443901,4500,2,0,0,0,4
92657,0,0.163776493,75,0,0.247744053,2437,11,0,0,0,0
92658,0,0.276783464,37,0,0.155281573,3000,10,0,0,0,0
92659,0,0.562427342,35,0,0.138476921,6000,5,0,0,0,2
92660,0,0.098722785,31,0,0.084583083,5000,7,0,0,0,1
